game_id,winner,victory_status,number_of_turns,white_player_id,black_player_id,opening_eco,moveset
Rl65IQlX,black,resign,77,wolf80,saviter,C45,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'd6', 'Bc4', 'c5', 'Qc3', 'Qf6', 'Bb5+', 'Bd7', 'Bxd7+', 'Kxd7', 'O-O', 'Re8', 'Qxf6', 'Nxf6', 'f3', 'Kc6', 'c4', 'a6', 'a4', 'Be7', 'Nc3', 'Bd8', 'a5', 'h5', 'Bd2', 'h4', 'h3', 'Nh5', 'Rfe1', 'f6', 'Ne2', 'b5', 'b3', 'b4', 'Nf4', 'g5', 'Nxh5', 'Rxh5', 'Kf2', 'Rhh8', 'Bc1', 'Re5', 'Bb2', 'Re6', 'Re2', 'Rf8', 'Rd2', 'f5', 'exf5', 'Rxf5', 'Re2', 'Rxe2+', 'Kxe2', 'Bf6', 'Bxf6', 'Rxf6', 'Rd1', 'Rf5', 'Rd3', 'd5', 'Re3', 'dxc4', 'bxc4', 'Kd7', 'Re4', 'Rf4', 'Re5', 'Rxc4', 'Rxg5']"
0am1YP3X,black,resign,54,leps000,saviter,C62,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'Bxc6+', 'bxc6', 'O-O', 'Nf6', 'd3', 'Be7', 'Nbd2', 'O-O', 'b3', 'Re8', 'Bb2', 'Ba6', 'c4', 'd5', 'Bxe5', 'dxc4', 'Nxc4', 'Ng4', 'Bg3', 'Bxc4', 'bxc4', 'Bd6', 'Bxd6', 'cxd6', 'Nd4', 'Ne5', 'Rb1', 'd5', 'cxd5', 'cxd5', 'Re1', 'dxe4', 'dxe4', 'Qa5', 'Rb2', 'Rad8', 'Rd2', 'Nc4', 'Rd3', 'Qxa2', 'Re2', 'Qa6', 'Qb3', 'Qa1+', 'Rd1', 'Qa6', 'Rc2', 'Rxd4']"
mw9H8a1S,white,outoftime,75,saviter,leps000,B00,"['e4', 'Nc6', 'd4', 'e5', 'd5', 'Nb4', 'a3', 'Qh4', 'Nc3', 'Na6', 'Bxa6', 'bxa6', 'Nf3', 'Qg4', 'O-O', 'Nf6', 'Nxe5', 'Qh4', 'Nf3', 'Qh5', 'h3', 'Bd6', 'Re1', 'Be5', 'Nxe5', 'Qxe5', 'Qf3', 'd6', 'Bf4', 'Qe7', 'e5', 'O-O', 'exf6', 'Qxf6', 'Rab1', 'Bb7', 'Ne4', 'Qd4', 'Red1', 'Qc4', 'Nf6+', 'gxf6', 'Qg3+', 'Kh8', 'b3', 'Qxc2', 'Rdc1', 'Qe4', 'f3', 'Qxd5', 'Rxc7', 'Qd4+', 'Kh2', 'Rg8', 'Qh4', 'Qd3', 'Qxf6+', 'Rg7', 'Rxf7', 'Rg8', 'Rxg7', 'Rxg7', 'Re1', 'Bc6', 'Qf8+', 'Rg8', 'Qf6+', 'Rg7', 'Bh6', 'Qg6', 'Bxg7+', 'Qxg7', 'Qd8+', 'Qg8', 'Qxd6']"
EqSC4jnk,white,outoftime,89,saviter,wilden,C41,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'h6', 'O-O', 'Be7', 'd4', 'exd4', 'Nxd4', 'Nf6', 'Re1', 'O-O', 'Nc3', 'Re8', 'h3', 'c6', 'Nf5', 'Bxf5', 'exf5', 'd5', 'Bd3', 'c5', 'b3', 'a6', 'Qf3', 'b5', 'a3', 'Nc6', 'Qg3', 'Kh7', 'Bf4', 'c4', 'Bf1', 'Rg8', 'b4', 'Nd4', 'Ra2', 'Nxf5', 'Qf3', 'Ra7', 'Be5', 'd4', 'Qxf5+', 'g6', 'Qf3', 'dxc3', 'Qxc3', 'Nd5', 'Qf3', 'Rf8', 'Rd1', 'Rd7', 'c3', 'f6', 'Bd4', 'g5', 'a4', 'Nf4', 'g3', 'Ng6', 'Qf5', 'Qb8', 'axb5', 'axb5', 'Ra5', 'Rb7', 'Bg2', 'Ra7', 'Bxa7', 'Qc7', 'Be4', 'Rg8', 'Bd4', 'Qd6', 'Rxb5', 'Rg7', 'Rb7', 'Rg8', 'Bc5', 'Qa6', 'Rxe7+', 'Kh8', 'Bd4', 'Nxe7', 'Bxf6+', 'Rg7', 'Bxg7+']"
0CCos4zy,black,resign,62,everest999,saviter,C20,"['e4', 'e5', 'd3', 'Nc6', 'Nf3', 'Nf6', 'Bg5', 'h6', 'Bh4', 'Be7', 'Nc3', 'O-O', 'Be2', 'Re8', 'O-O', 'b6', 'a3', 'Ba6', 'Re1', 'Bb7', 'd4', 'exd4', 'Bxf6', 'Bxf6', 'Nd5', 'Nb8', 'Nxf6+', 'Qxf6', 'Bd3', 'Nc6', 'h3', 'Ne5', 'Nxe5', 'Rxe5', 'Qg4', 'd5', 'exd5', 'Rxd5', 'Be4', 'Rg5', 'Qf3', 'Qxf3', 'Bxf3', 'Bxf3', 'g3', 'h5', 'h4', 'Rc5', 'Rac1', 'Rb5', 'b3', 'Rc5', 'Re7', 'Kf8', 'Ree1', 'Re8', 'Rxe8+', 'Kxe8', 'b4', 'Rc3', 'a4', 'Kd7']"
P8PM7tjz,white,resign,49,majorwarren,saviter,B20,"['e4', 'c5', 'd3', 'Nc6', 'Nf3', 'd6', 'Be3', 'e5', 'Nc3', 'Nf6', 'Be2', 'Be7', 'Qd2', 'O-O', 'O-O-O', 'Ng4', 'h3', 'Nxe3', 'fxe3', 'Be6', 'Rdg1', 'Nb4', 'b3', 'Qa5', 'Kb1', 'Bf6', 'g4', 'h6', 'h4', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd2', 'Nxd2', 'Bxd5', 'e4', 'Be6', 'g5', 'hxg5', 'hxg5', 'Be7', 'Rh2', 'f6', 'Rgh1', 'Kf7', 'Bh5+', 'Kg8', 'Bg6']"
3Xzd26zM,white,resign,67,saviter,majorwarren,C41,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Be6', 'Bxe6', 'fxe6', 'O-O', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Qd7', 'Be3', 'O-O-O', 'Nc3', 'Nxd4', 'Bxd4', 'b6', 'Qf3', 'e5', 'Be3', 'h6', 'a4', 'Nf6', 'a5', 'b5', 'Bxa7', 'Be7', 'Nd5', 'Rdf8', 'Nxe7+', 'Qxe7', 'Qb3', 'c6', 'Bb6', 'Nxe4', 'a6', 'Kd7', 'Qh3+', 'Ke8', 'a7', 'Kf7', 'Qf3+', 'Nf6', 'Qxc6', 'Rc8', 'Qxb5', 'g5', 'Qb3+', 'Kg7', 'Ra4', 'd5', 'Rfa1', 'Qd6', 'a8=Q', 'Rxa8', 'Rxa8', 'e4', 'R1a7+', 'Nd7', 'Qc3+', 'd4', 'Qc7', 'Qxb6', 'Qxb6']"
Manr2avh,white,resign,73,majorwarren,saviter,D00,"['d4', 'd5', 'c3', 'Nc6', 'Nf3', 'Bg4', 'Nbd2', 'Nf6', 'Nb3', 'Bxf3', 'exf3', 'e5', 'Bg5', 'h6', 'Bxf6', 'Qxf6', 'Be2', 'exd4', 'cxd4', 'Bb4+', 'Kf1', 'O-O', 'a3', 'Bd6', 'Qd3', 'Rae8', 'Rd1', 'Qe6', 'Re1', 'Qf6', 'Bd1', 'Rxe1+', 'Kxe1', 'Re8+', 'Kf1', 'Bf4', 'Bc2', 'g6', 'g3', 'Bd6', 'h4', 'a5', 'h5', 'a4', 'Nc5', 'Bxc5', 'dxc5', 'Ne5', 'Qxd5', 'Qxf3', 'Qxf3', 'Nxf3', 'hxg6', 'Nd2+', 'Kg2', 'fxg6', 'Rxh6', 'Nb3', 'Rxg6+', 'Kf7', 'Rg4', 'Nxc5', 'Bg6+', 'Kf8', 'Bxe8', 'Kxe8', 'Kf3', 'b6', 'Rf4', 'Ne6', 'Re4', 'Kf7', 'Rxa4']"
HJmmJQON,white,resign,43,taural,saviter,D02,"['d4', 'd5', 'Nf3', 'Nc6', 'e3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'e5', 'dxe5', 'Nxe5', 'Nd2', 'Nf6', 'O-O', 'Bb4', 'c3', 'Ba5', 'Be2', 'O-O', 'Nf3', 'Nc4', 'Bxc4', 'dxc4', 'Qc2', 'Re8', 'Rd1', 'Qe7', 'b3', 'cxb3', 'Qxb3', 'b6', 'Bb2', 'Ne4', 'Rac1', 'Nc5', 'Qc2', 'Red8', 'Ba3', 'Qf6', 'Nd4', 'Ne4', 'Qxe4']"
4lFC7APk,black,resign,70,saviter,yosoyfenix,B38,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'g6', 'c4', 'Bg7', 'Be3', 'e6', 'Nc3', 'h6', 'Be2', 'Nge7', 'O-O', 'a6', 'a4', 'd5', 'Nxc6', 'bxc6', 'Qd2', 'Bb7', 'exd5', 'cxd5', 'a5', 'Bc6', 'Bb6', 'Qd7', 'cxd5', 'Nxd5', 'Nxd5', 'Bxd5', 'Rab1', 'O-O', 'Rfd1', 'Kh7', 'b4', 'Qa4', 'b5', 'axb5', 'Bxb5', 'Qe4', 'f3', 'Qf5', 'Bd3', 'Qe5', 'Re1', 'Qf6', 'Qe3', 'h5', 'Bd4', 'Qe7', 'Bc5', 'Qf6', 'Bxf8', 'Bxf8', 'a6', 'Bh6', 'Qb6', 'Qc3', 'Bf1', 'Bg7', 'a7', 'Bd4+', 'Qxd4', 'Qxd4+', 'Kh1', 'Rxa7']"
3rut0m4E,black,resign,28,saviter,maicon92,B32,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'd6', 'Bb5', 'Bd7', 'O-O', 'Nf6', 'Re1', 'e5', 'Nf5', 'Bxf5', 'exf5', 'Be7', 'Nc3', 'O-O', 'Qf3', 'Qc8', 'Qg3', 'Qxf5', 'Bxc6', 'bxc6', 'Bh6', 'Nh5']"
9uLhcP9g,black,resign,16,saviter,a_th-19,B30,"['e4', 'c5', 'Nf3', 'Nc6', 'Bc4', 'e6', 'd4', 'cxd4', 'Nxd4', 'Qb6', 'Be3', 'Qxb2', 'Nxc6', 'bxc6', 'Bd4', 'Qb4+']"
dW1zdVcG,white,resign,53,dhanton82,toitles,C00,"['e4', 'e6', 'd4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'c5', 'd5', 'd6', 'Bb5+', 'Nd7', 'O-O', 'a6', 'Be2', 'b5', 'Ng5', 'exd5', 'Nxd5', 'h6', 'Nxf7', 'Kxf7', 'Bh5+', 'Ke6', 'Qg4+', 'Ke5', 'Bf4+', 'Kxe4', 'Qf3+', 'Kf5', 'Bxd6+', 'Ke6', 'Bxf8', 'Qxf8', 'Nc7+', 'Kd6', 'Qg3+', 'Ne5', 'Nxa8', 'Bxa8', 'Rad1+', 'Bd5', 'Rfe1', 'Qf5', 'Bg4', 'Qxg4', 'Qxe5+', 'Kc6', 'Qxd5+', 'Kb6', 'Qd8+', 'Ka7', 'Rd7+']"
SqJnTy20,white,resign,21,nikfom57,toitles,C00,"['e4', 'e6', 'f4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'Bb4', 'd3', 'd5', 'Bd2', 'Bxc3', 'Bxc3', 'dxe4', 'dxe4', 'Qxd1+', 'Rxd1', 'Bxe4', 'Bxg7', 'Bxc2', 'Rc1']"
PDFUDzhe,white,resign,40,toitles,joshuaking,C41,"['e4', 'e5', 'Nf3', 'd6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'O-O', 'Nc6', 'd3', 'Nh6', 'Bxh6', 'gxh6', 'Nc3', 'Ne7', 'Qd2', 'Ng6', 'Nd5', 'c6', 'Nf6+', 'Ke7', 'Nxd7', 'Kxd7', 'd4', 'Bg7', 'dxe5', 'Nxe5', 'Nd4', 'Nc4', 'Qf4', 'Bxd4', 'Qxf7+', 'Kc8', 'Qxc4', 'Bxb2', 'Rad1', 'b5', 'Qxc6+', 'Kd8']"
uv9yNYhn,black,resign,54,toitles,blackjack68,B00,"['e4', 'b6', 'Nf3', 'Bb7', 'd3', 'e6', 'Be3', 'Bb4+', 'Bd2', 'Bxd2+', 'Qxd2', 'Ne7', 'Nc3', 'f6', 'Be2', 'O-O', 'h4', 'Ng6', 'h5', 'Ne5', 'h6', 'g6', 'O-O-O', 'Ng4', 'Nh4', 'Nxf2', 'Bh5', 'Nxd1', 'Kxd1', 'gxh5', 'Qf4', 'Kf7', 'e5', 'f5', 'Qg3', 'Rg8', 'Qf4', 'Bxg2', 'Rg1', 'Bf3+', 'Nxf3', 'Rxg1+', 'Nxg1', 'Qg8', 'Nce2', 'Nc6', 'Qh4', 'Qg4', 'Qf6+', 'Kg8', 'Nf3', 'Rf8', 'Qe7', 'Nxe7']"
46PyPohu,black,mate,36,sgbarrys,toitles,A00,"['e3', 'e6', 'd4', 'b6', 'Nf3', 'Bb7', 'Be2', 'c5', 'O-O', 'cxd4', 'exd4', 'Nf6', 'c3', 'Be7', 'Ne5', 'd6', 'Bb5+', 'Nfd7', 'Bxd7+', 'Nxd7', 'Qa4', 'dxe5', 'dxe5', 'O-O', 'Rd1', 'Nc5', 'Rxd8', 'Nxa4', 'Rxf8+', 'Rxf8', 'b3', 'Nc5', 'Ba3', 'Rd8', 'g3', 'Rd1#']"
sCJiKwTA,black,resign,60,soy,toitles,A40,"['d4', 'e6', 'Nf3', 'b6', 'e3', 'Bb7', 'Be2', 'Nf6', 'Nc3', 'c5', 'O-O', 'cxd4', 'exd4', 'Be7', 'Bf4', 'Nd5', 'Nxd5', 'Bxd5', 'c4', 'Bb7', 'd5', 'O-O', 'Qd4', 'Bf6', 'Be5', 'Bxe5', 'Nxe5', 'd6', 'Nd3', 'e5', 'Qe4', 'Nd7', 'Qf5', 'a5', 'b4', 'axb4', 'Nxb4', 'Ra4', 'Nc6', 'Bxc6', 'dxc6', 'Nf6', 'Rfb1', 'Qc7', 'a3', 'Qxc6', 'Qc2', 'b5', 'Rb4', 'Rxb4', 'axb4', 'bxc4', 'Ra5', 'Rc8', 'g3', 'h6', 'Bf3', 'Qxf3', 'Qa4', 'c3']"
eCWT71iW,white,mate,35,toitles,catire49,C00,"['e4', 'e6', 'Nf3', 'Bc5', 'c3', 'Nf6', 'd3', 'Ng4', 'd4', 'Bb6', 'h3', 'Nf6', 'Bg5', 'h6', 'Bh4', 'g5', 'Bg3', 'Nxe4', 'Bd3', 'Nxg3', 'fxg3', 'c6', 'O-O', 'Qc7', 'Ne5', 'Rf8', 'Qh5', 'Ke7', 'Rxf7+', 'Rxf7', 'Qxf7+', 'Kd6', 'Nc4+', 'Kd5', 'Qf3#']"
CpKITIfs,black,resign,54,toitles,jermad,C40,"['e4', 'e5', 'Nf3', 'Qf6', 'c3', 'h6', 'Bb5', 'c6', 'Ba4', 'b5', 'Bb3', 'a5', 'a4', 'b4', 'd3', 'c5', 'O-O', 'Bd6', 'Be3', 'Ne7', 'Nbd2', 'Ba6', 'Bc4', 'Bxc4', 'Nxc4', 'Bc7', 'cxb4', 'cxb4', 'b3', 'Nbc6', 'Rc1', 'O-O', 'Bc5', 'd6', 'Be3', 'd5', 'exd5', 'Nxd5', 'Qe2', 'Nc3', 'Qd2', 'Rad8', 'Ne1', 'e4', 'f3', 'exd3', 'Nxd3', 'Rfe8', 'Qf2', 'Rxd3', 'Bd4', 'Qxd4', 'Qxd4', 'Nxd4']"
y0nUdCWO,black,resign,34,shirock,toitles,C00,"['e4', 'e6', 'Nh3', 'b6', 'd3', 'Bb7', 'Qf3', 'Nf6', 'Bg5', 'Be7', 'e5', 'Bxf3', 'gxf3', 'Nd5', 'Bd2', 'O-O', 'Bg2', 'Nc6', 'f4', 'f6', 'c4', 'Ndb4', 'a3', 'Nxd3+', 'Ke2', 'Nxb2', 'Bc3', 'Nxc4', 'exf6', 'Bxf6', 'Bxf6', 'Qxf6', 'Ng5', 'Qxa1']"
8KIQiyAb,white,resign,64,toitles,mauriciopemo,C65,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Bc5', 'O-O', 'Nf6', 'd3', 'Nd4', 'c3', 'Nxf3+', 'Qxf3', 'c6', 'Ba4', 'b5', 'Bb3', 'Ba6', 'Bg5', 'h6', 'Bxf6', 'Qxf6', 'Qxf6', 'gxf6', 'Kh1', 'b4', 'cxb4', 'Bxb4', 'Bc2', 'O-O-O', 'f4', 'exf4', 'Rxf4', 'Kc7', 'Rxf6', 'Rh7', 'a3', 'Ba5', 'Nc3', 'Bb6', 'Rd1', 'Bd4', 'Ne2', 'Bxf6', 'd4', 'Bxe2', 'Rd2', 'Bg4', 'e5', 'Re8', 'Bxh7', 'Bh5', 'h3', 'd6', 'exf6', 'Re1+', 'Kh2', 'Bg6', 'Bxg6', 'fxg6', 'Rf2', 'Kd7', 'f7', 'Re8']"
kLHwmxQK,black,resign,37,toitles,rfabian,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'd6', 'O-O', 'O-O', 'h3', 'Na5', 'Bb3', 'Nxb3', 'axb3', 'd5', 'b4', 'Be7', 'exd5', 'Nxd5', 'd4', 'Bxh3', 'gxh3', 'Nf6', 'Kh2', 'exd4', 'Qxd4', 'Bd6+', 'Kh1', 'Qd7', 'Bh6', 'Qxh3+', 'Kg1', 'Qxh6', 'Nh2']"
rhSm7vA7,white,resign,51,isuckatchess96,toitles,C00,"['d4', 'e6', 'e4', 'b6', 'Nc3', 'Bb7', 'Nf3', 'Bb4', 'Bd3', 'c5', 'dxc5', 'Bxc5', 'O-O', 'Ne7', 'Qe2', 'O-O', 'Be3', 'Bd6', 'Rad1', 'Bc7', 'Nb5', 'Nbc6', 'Nxc7', 'Qxc7', 'g3', 'd5', 'exd5', 'exd5', 'Bf4', 'Qd7', 'Ne5', 'Nxe5', 'Bxe5', 'f6', 'Qh5', 'h6', 'Bf4', 'Bc8', 'Bc4', 'b5', 'Bb3', 'Rb8', 'c4', 'bxc4', 'Bxc4', 'Qf5', 'Qxf5', 'Nxf5', 'Bxd5+', 'Kh8', 'Bxb8']"
TRSCZnih,white,resign,3,soy,toitles,C00,"['d4', 'e6', 'e4']"
kCqT6wRD,draw,draw,135,mopialex,toitles,C00,"['e4', 'e6', 'Nf3', 'b6', 'Nc3', 'Bb7', 'd3', 'Bb4', 'a3', 'Be7', 'b4', 'c5', 'bxc5', 'Bxc5', 'Be2', 'Ne7', 'O-O', 'Ng6', 'h3', 'O-O', 'Bd2', 'f5', 'exf5', 'Rxf5', 'd4', 'Be7', 'Bd3', 'Rf6', 'Bg5', 'Bxf3', 'gxf3', 'Rf7', 'Bxe7', 'Qxe7', 'Bxg6', 'hxg6', 'Kh1', 'Nc6', 'Rg1', 'Rf6', 'Ne4', 'Rf7', 'Rxg6', 'Nxd4', 'Qxd4', 'Rxf3', 'Rg3', 'Rf4', 'Qe3', 'Raf8', 'Rf1', 'Qh4', 'Kh2', 'Rxe4', 'Qg5', 'Qh7', 'Qg6', 'Qxg6', 'Rxg6', 'Rf6', 'Rxf6', 'gxf6', 'Rd1', 'd5', 'Kg3', 'Rc4', 'Rc1', 'Rc3+', 'Kg2', 'Rxa3', 'c4', 'dxc4', 'Rxc4', 'Ra5', 'Rc6', 'Re5', 'f4', 'Re4', 'Kf3', 'f5', 'Rc7', 'a5', 'Rc6', 'b5', 'Rc5', 'Kf7', 'Rxb5', 'a4', 'Ra5', 'Kf6', 'Kg3', 'Kg6', 'Kf3', 'Kh5', 'Ra8', 'e5', 'Rh8+', 'Kg6', 'fxe5', 'Rxe5', 'h4', 'a3', 'h5+', 'Kg7', 'Ra8', 'Kh6', 'Rxa3', 'Kxh5', 'Ra4', 'Kg5', 'Ra8', 'Re4', 'Rg8+', 'Kf6', 'Rf8+', 'Ke5', 'Re8+', 'Kd4', 'Rd8+', 'Ke5', 'Re8+', 'Kf6', 'Rf8+', 'Ke5', 'Re8+', 'Kd4', 'Rd8+', 'Kc3', 'Rf8', 'Re5', 'Kf4', 'Ra5', 'Rxf5', 'Rxf5+', 'Kxf5']"
gWS3FrV3,white,resign,99,toitles,carlesgis,C70,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6', 'h3', 'h6', 'c3', 'Nf6', 'd3', 'Be7', 'O-O', 'O-O', 'Bd2', 'Nh7', 'c4', 'Bg5', 'cxb5', 'axb5', 'Nxg5', 'Nxg5', 'f4', 'exf4', 'Bxf4', 'Nd4', 'Bd5', 'c6', 'Bb3', 'Nxb3', 'Qxb3', 'Be6', 'Qd1', 'd5', 'Nc3', 'd4', 'Ne2', 'c5', 'Rc1', 'c4', 'dxc4', 'd3', 'Nd4', 'Bxc4', 'Nf3', 'Rxa2', 'b3', 'Bxb3', 'Qxb3', 'Nxf3+', 'Rxf3', 'Qd4+', 'Be3', 'Qa4', 'Qxa4', 'Rxa4', 'Rd1', 'Rd8', 'Bc5', 'Rc4', 'Bb6', 'Rd6', 'Bf2', 'Rc3', 'e5', 'Rd5', 'Bg3', 'Rb3', 'Kf2', 'g5', 'Re3', 'h5', 'Kf3', 'h4', 'Bh2', 'Kg7', 'Ke4', 'Rd7', 'Rexd3', 'Rb7', 'Rxb3', 'Kg6', 'Rd5', 'b4', 'Bg1', 'Re7', 'Rxb4', 'f6', 'Bh2', 'fxe5', 'Rxe5', 'Rf7', 'Rb6+', 'Kh7', 'Rxg5']"
Wmb72s31,white,resign,65,dife,toitles,A40,"['d4', 'e6', 'c4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'Nf6', 'e3', 'c5', 'd5', 'Be7', 'Bd3', 'd6', 'e4', 'O-O', 'O-O', 'Nfd7', 'Re1', 'Bf6', 'Bd2', 'b5', 'cxb5', 'exd5', 'exd5', 'Ne5', 'Nxe5', 'Bxe5', 'Qh5', 'h6', 'Re3', 'Nd7', 'Rae1', 'Bf4', 'R3e2', 'Bxd2', 'Rxd2', 'Nf6', 'Qf3', 'Qd7', 'Rde2', 'Rfe8', 'Rxe8+', 'Rxe8', 'Rxe8+', 'Qxe8', 'Qg3', 'Qe1+', 'Bf1', 'Nxd5', 'Nxd5', 'Bxd5', 'Qc3', 'Qe4', 'Qh3', 'Qe1', 'Qc3', 'Qe4', 'Qh3', 'Bxa2', 'Qd3', 'Qb4', 'Qxd6', 'Qxb5', 'Bxb5']"
7NvXDo5V,white,mate,43,toitles,jarekc,C60,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nge7', 'O-O', 'g6', 'c3', 'Bh6', 'd4', 'exd4', 'Bxh6', 'dxc3', 'Nxc3', 'Nb4', 'Bg5', 'O-O', 'Bh6', 'Re8', 'Qd4', 'Nf5', 'exf5', 'f6', 'Qxb4', 'c6', 'Bc4+', 'd5', 'Bd3', 'Bxf5', 'Bxf5', 'gxf5', 'Rae1', 'Rxe1', 'Rxe1', 'a5', 'Qd4', 'Qd7', 'Qxf6', 'Rd8', 'Re7', 'Re8', 'Qg7#']"
WyRKXeFW,black,mate,80,toitles,hamaramanish,B00,"['e4', 'b6', 'Nc3', 'e6', 'Nf3', 'Bb7', 'd3', 'Bb4', 'Bd2', 'Nf6', 'a3', 'Bxc3', 'Bxc3', 'O-O', 'Qd2', 'h6', 'Be2', 'd5', 'exd5', 'Bxd5', 'Nh4', 'Nh7', 'Rg1', 'Qxh4', 'g3', 'Qxh2', 'O-O-O', 'Qh3', 'd4', 'Qf5', 'Bd3', 'Be4', 'g4', 'Qg6', 'Bxe4', 'Qxe4', 'd5', 'exd5', 'Rge1', 'Qg6', 'Qxd5', 'Na6', 'Re3', 'Rad8', 'Qc4', 'Rxd1+', 'Kxd1', 'Nc5', 'g5', 'Qxg5', 'Bxg7', 'Qxg7', 'Rg3', 'Ng5', 'f4', 'Rd8+', 'Kc1', 'Re8', 'fxg5', 'hxg5', 'Qd5', 'Re5', 'Qd8+', 'Kh7', 'Rh3+', 'Kg6', 'Qxc7', 'Re1+', 'Kd2', 'Qe5', 'Qc6+', 'f6', 'b4', 'Qe2+', 'Kc3', 'Ne4+', 'Kb3', 'Rb1+', 'Ka4', 'Qa6#']"
QuAJEYEw,white,mate,51,toitles,nadsen,C41,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Be7', 'c3', 'Nf6', 'h3', 'Nxe4', 'd3', 'Nf6', 'Bg5', 'Nh5', 'Be3', 'd5', 'Nxe5', 'dxc4', 'Qxh5', 'g6', 'Qf3', 'f6', 'Nxc4', 'Qxd3', 'Nbd2', 'O-O', 'Bh6', 'Re8', 'Qxd3', 'Bf5', 'Qd5+', 'Kh8', 'Qf7', 'Rg8', 'Qxe7', 'Nc6', 'Qxc7', 'Rae8+', 'Kd1', 'Re7', 'Qf4', 'Rd8', 'Re1', 'Rxe1+', 'Kxe1', 'Bd3', 'Qc7', 'Re8+', 'Ne3', 'Ne5', 'Qg7#']"
5LgwgNr5,black,resign,100,millennium_falcon,toitles,A04,"['Nf3', 'e6', 'd4', 'b6', 'Be3', 'Bb7', 'c3', 'c5', 'Nbd2', 'cxd4', 'Nxd4', 'Nf6', 'N2f3', 'Bc5', 'g3', 'O-O', 'Bg2', 'd5', 'O-O', 'Nbd7', 'Re1', 'Rc8', 'b4', 'Bd6', 'Nb5', 'Bb8', 'Qd3', 'Ne4', 'Nfd4', 'a6', 'Na3', 'Nxc3', 'f3', 'Qe7', 'Ndc2', 'f5', 'Bd2', 'Nb5', 'Nxb5', 'axb5', 'Qxb5', 'f4', 'Qd3', 'fxg3', 'hxg3', 'Bxg3', 'Rec1', 'Qh4', 'e3', 'Rfd8', 'Kf1', 'd4', 'Ke2', 'Ne5', 'Rh1', 'Bxf3+', 'Bxf3', 'Nxd3', 'Rxh4', 'Bxh4', 'Kxd3', 'dxe3+', 'Kxe3', 'Rxc2', 'Rd1', 'Bg5+', 'Ke2', 'Rcxd2+', 'Rxd2', 'Rxd2+', 'Ke1', 'Rxa2', 'Kd1', 'Ra4', 'b5', 'Rb4', 'Be2', 'h5', 'Bxh5', 'Rxb5', 'Be2', 'Rd5+', 'Ke1', 'Be3', 'Bc4', 'Rc5', 'Bxe6+', 'Kh7', 'Bb3', 'b5', 'Bd1', 'b4', 'Ke2', 'Bh6', 'Kd3', 'Rc3+', 'Ke2', 'b3', 'Bxb3', 'Rxb3']"
wWODqAQd,black,mate,44,i_am_sancho,toitles,A00,"['Nc3', 'e6', 'd4', 'b6', 'd5', 'Bb7', 'dxe6', 'fxe6', 'Nf3', 'd5', 'Nd4', 'Qd7', 'e3', 'Bc5', 'Bb5', 'c6', 'Nxe6', 'Qxe6', 'Bd3', 'Bb4', 'Qh5+', 'g6', 'Bxg6+', 'Qxg6', 'Qe5+', 'Kf7', 'Qc7+', 'Ne7', 'Qxb7', 'Qxg2', 'Rf1', 'd4', 'Qxa8', 'dxc3', 'bxc3', 'Bxc3+', 'Ke2', 'Bxa1', 'Qxa7', 'Qg4+', 'Kd3', 'Rd8+', 'Qd7', 'Rxd7#']"
